#  PROBE RESULTS (THIS IS A MAGIC LINE)
# ---------------------------------------------------------------------------
# Evaluation: DLREG
# ---------------------------------------------------------------------------
#  Name: DLREG
#  Description: Equidistant
# ---------------------------------------------------------------------------
#  Evaluation terminated successfully!
# ---------------------------------------------------------------------------
#  Common Statistics 
#  Minimum: 0.0040000
#  Maximum: 1.0205020
#  Trials: 1167026
#  Mean: 0.0049155
# 
#  Variance: 0.0000110
#  Relative variance: 0.4562687
#  Coefficient of variation: 0.6754766
#  Standard deviation: 0.0033203
#  Relative standard deviation: 0.6754766
# 
#  Skewness: 116.0923004
# 
#  2nd moment: 0.0000352
#  3rd moment: 0.0000045
# 
#  Sum of all values: 5736.5674240
#  (Sum of all values)^2: 41.0643599
#  (Sum of all values)^3: 5.2877459
# ---------------------------------------------------------------------------
#  DLREG statistics
# 
#  lower border: 0.0000
#  upper border: 0.5000
#  number of intervals: 501
#  interval size: 0.0010
#  maximum number of samples: 100000000
#  maximum relative error [%]: 1.0000
# 
#  large sample condition r - a >= 10 not enforced.
# ---------------------------------------------------------------------------
#  DLREG Data
# 
#  evaluated levels: 0
#  Underflows: 0
#  Overflows: 6
# 
# Iteration phase not completed, collecting samples.
# ------------------------------------------------------------------------------------
#                                               mean local      deviation       number of    number of
# ordinate      abscissa        relative        correlation     from mean       trials per   transitions    relative error
#                               error           coefficient     local c.c.      interval     per interval   within limit
# 
# G(x)          x               d(x)            rho(x)          sigma(x)        n(x)         t(x)
#                                G                 G                 rho
# 
# 1.0000000         0.0000000       0.0000000   not_available   not_available   0            0                n
# 1.0000000         0.0010000       0.0000000   not_available   not_available   0            0                n
# 1.0000000         0.0020000       0.0000000   not_available   not_available   0            0                n
# 1.0000000         0.0030000       0.0000000   not_available   not_available   0            0                n
# 1.0000000         0.0040000       0.0000000   not_available   not_available   890344       0                n
0.2370830           0.0050000       0.0016437      -0.0101977       0.0009183   256842       213238           y
# 0.0170005           0.0060000       0.0116258       0.4635105       0.0035456   938          10463            n
# 0.0161967           0.0070000       0.0122068       0.4822501       0.0036371   706          9628             n
# 0.0155918           0.0080000       0.0127190       0.4987799       0.0037072   199          8978             n
# 0.0154213           0.0090000       0.0126022       0.4875691       0.0037279   264          9080             n
# 0.0151950           0.0100000       0.0125901       0.4810905       0.0037547   5            9062             n
# 0.0151907           0.0110000       0.0125914       0.4810610       0.0037552   0            9060             n
# 0.0151907           0.0120000       0.0125914       0.4810610       0.0037552   10059        9060             n
# 0.0065714           0.0130000       0.0157574       0.3143101       0.0053218   2096         5224             n
# 0.0047754           0.0140000       0.0203510       0.3974456       0.0065634   48           3342             n
# 0.0047343           0.0150000       0.0205120       0.4004194       0.0065998   1            3297             n
# 0.0047334           0.0160000       0.0205157       0.4004932       0.0066006   37           3296             n
# 0.0047017           0.0170000       0.0204869       0.3964698       0.0066119   23           3296             n
# 0.0046820           0.0180000       0.0204732       0.3941252       0.0066192   1            3295             n
# 0.0046811           0.0190000       0.0204724       0.3940149       0.0066195   1            3295             n
# 0.0046803           0.0200000       0.0204760       0.3940884       0.0066203   2990         3294             n
# 0.0021182           0.0210000       0.0239584       0.1742217       0.0076590   1298         2037             n
# 0.0010060           0.0220000       0.0380602       0.2599028       0.0128121   5            868              n
# 0.0010017           0.0230000       0.0381875       0.2610220       0.0128572   0            863              n
# 0.0010017           0.0240000       0.0381875       0.2610220       0.0128572   8            863              n
# 0.0009948           0.0250000       0.0380755       0.2550729       0.0128052   4            864              n
# 0.0009914           0.0260000       0.0380717       0.2533652       0.0127991   0            863              n
# 0.0009914           0.0270000       0.0380717       0.2533652       0.0127991   0            863              n
# 0.0009914           0.0280000       0.0380717       0.2533652       0.0127991   566          863              n
# 0.0005064           0.0290000       0.0629984       0.4024046       0.0201741   278          353              n
# 0.0002682           0.0300000       0.1288306       0.6772297       0.0264248   1            101              n
# 0.0002673           0.0310000       0.1295571       0.6794015       0.0264202   0            100              n
# 0.0002673           0.0320000       0.1295571       0.6794015       0.0264202   0            100              n
# 0.0002673           0.0330000       0.1295571       0.6794015       0.0264202   1            100              n
# 0.0002665           0.0340000       0.1302946       0.6815872       0.0264147   0            99               n
# 0.0002665           0.0350000       0.1302946       0.6815872       0.0264147   0            99               n
# 0.0002665           0.0360000       0.1302946       0.6815872       0.0264147   53           99               n
# 0.0002211           0.0370000       0.1989571       0.8216660       0.0238296   26           46               n
# 0.0001988           0.0380000       0.2942167       0.9051536       0.0192349   1            22               n
# 0.0001979           0.0390000       0.3014502       0.9090729       0.0189148   0            21               n
# 0.0001979           0.0400000       0.3014502       0.9090729       0.0189148   4            21               n
# 0.0001945           0.0410000       0.3013248       0.9074710       0.0192311   2            21               n
# 0.0001928           0.0420000       0.3012603       0.9066487       0.0193933   0            21               n
# 0.0001928           0.0430000       0.3012603       0.9066487       0.0193933   0            21               n
# 0.0001928           0.0440000       0.3012603       0.9066487       0.0193933   9            21               n
# 0.0001851           0.0450000       0.3009553       0.9027598       0.0201579   3            21               n
# 0.0001825           0.0460000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0470000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0480000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0490000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0500000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0510000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0520000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0530000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0540000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0550000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0560000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0570000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0580000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0590000       0.3008477       0.9013905       0.0204264   0            21               n
# 0.0001825           0.0600000       0.3008477       0.9013905       0.0204264   5            21               n
# 0.0001782           0.0610000       0.2933766       0.8942119       0.0213242   2            22               n
# 0.0001765           0.0620000       0.2932976       0.8931850       0.0215189   0            22               n
# 0.0001765           0.0630000       0.2932976       0.8931850       0.0215189   0            22               n
# 0.0001765           0.0640000       0.2932976       0.8931850       0.0215189   10           22               n
# 0.0001679           0.0650000       0.2860527       0.8826333       0.0229881   4            23               n
# 0.0001645           0.0660000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0670000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0680000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0690000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0700000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0710000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0720000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0730000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0740000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0750000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0760000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0770000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0780000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0790000       0.2794610       0.8749794       0.0238676   0            24               n
# 0.0001645           0.0800000       0.2794610       0.8749794       0.0238676   5            24               n
# 0.0001602           0.0810000       0.2792130       0.8716372       0.0244589   2            24               n
# 0.0001585           0.0820000       0.2791100       0.8702497       0.0247036   0            24               n
# 0.0001585           0.0830000       0.2791100       0.8702497       0.0247036   0            24               n
# 0.0001585           0.0840000       0.2791100       0.8702497       0.0247036   10           24               n
# 0.0001500           0.0850000       0.2785586       0.8628366       0.0260038   4            24               n
# 0.0001465           0.0860000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0870000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0880000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0890000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0900000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0910000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0920000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0930000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0940000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0950000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0960000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0970000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0980000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.0990000       0.2783196       0.8596286       0.0265626   0            24               n
# 0.0001465           0.1000000       0.2783196       0.8596286       0.0265626   5            24               n
# 0.0001422           0.1010000       0.2780043       0.8554011       0.0272953   2            24               n
# 0.0001405           0.1020000       0.2778726       0.8536380       0.0275997   0            24               n
# 0.0001405           0.1030000       0.2778726       0.8536380       0.0275997   0            24               n
# 0.0001405           0.1040000       0.2778726       0.8536380       0.0275997   10           24               n
# 0.0001320           0.1050000       0.2771619       0.8441353       0.0292278   4            24               n
# 0.0001285           0.1060000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1070000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1080000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1090000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1100000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1110000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1120000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1130000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1140000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1150000       0.2768503       0.8399794       0.0299333   0            24               n
# 0.0001285           0.1160000       0.2768503       0.8399794       0.0299333   0            24               n
